full_name,field,truncated_field,band,chip,coadd_path,ecsv_path,discoverydate,EXPTIMEE,DITHTYP,DITHRAD,DITH_REP,NINT,ROTOFF,RA,DEC,psfS_CM,aperS_CM,autoS_CM,Radius,SNR,Elongation,Distance,Separation,Survey_Crsmtch,Survey Crsmtch,aperMag,autoMag,aperMag_Err,psfMag_Err,autoME_CM,apMag,psfMag,Mag_Err_Crsmtch,Mag_Err,apMag2,psfME_CM,Mag,apMag_Err,aperME_CM,apMag2_Err,autoMag_Err,field_date,days_since_discovery,role,objid,name_prefix,name,ra,declination,redshift,typeid,type,reporting_groupid,reporting_group,source_groupid,source_group,discoverymag,discmagfilter,filter,reporters,time_received,internal_names,Discovery_ADS_bibcode,Class_ADS_bibcodes,creationdate,lastmodified,status
AT2024ahzn,field4036-2024-12-25,field4036,J,C4,/mnt/photometry/AT2024ahzn/field4036-2024-12-25/J/stack/coadd.Open-J.02023193-02023209.C4.fits,/mnt/photometry/AT2024ahzn/field4036-2024-12-25/J/stack/GRB_J_C4_Data_VHS_02023209.ecsv,2024-12-27,20.02,Random,90.0,1,3,9223372036854775807:9223372036854775807:000NaN,60.3658,-48.51642,0.0,0.0,0.0,0.21,14.41,1.152,3.23587,-1.0,,,18.477,18.997,0.155,0.152,99.0,,16.786,,,,99.0,,,99.0,,0.15,2024-12-25,-2,sci,174942,AT,2024ahzn,60.366896,-48.515897,,,,83,YSE,83.0,YSE,22.901,21.0,g,"C. T. Murphey, G. Nair, G. Narayan (UIUC), R. J. Foley (UCSC), A. Rest (JHU, STScI), D. O. Jones (UH, IfA), K. de Soto (Harvard, CfA), C. Ni (KITP), H. Perkins (UIUC), K. Patra (UCSC), C. Ransome, Y. Dong (Harvard, CfA), Y. Chen (U Toronto), K. Auchettl (U. Melbourne, UCSC), K. Taggert (UCSC), C. Kilpatrick (Northwestern), A. Zenteno, W. Liu, K. Vivas (NOIRLab), S. Sharief (U. Montreal), A. Wasserman, M. Verrico, A. Agarwal (UIUC), Q. Wang (STScI, MIT), R. Angulo (JHU, STScI), H. Abunemeh, N. Earl, K. D. French, A. Mitra, J. O'Brien, M. Shepherd (UIUC), M. Grayling, E. Hayes, K. S. Mandel (Cambridge), D. Farías, C. Gall, A. Hajela, J. Hjorth, L. Izzo, D. Langeroodi, A. Sedgewick, R. Wojtak (DARK, NBI), S. Raimunda (DARK, NBI, U. Southampton), A. Gagliano, S. Gomez, S. Rankin, V. A. Villar, A. Tartaglia, A. Nugent, S. K. Yadavalli (Harvard, CfA), S. Smartt, K. Smith (QUB, Oxford), D. Coulter, J. Pierel, M. Seibert (STScI), P. Arunachalam, K. W. Davis, R. Kaur, P. Macias, C. Rojas-Bravo, E. Ramirez-Ruiz (UCSC), K. C. Chambers, M. E. Huber, E. G. Magnier, R. J. Wainscoat (UH, IfA), M. Drout (U. Toronto), V. Baldasarre, A. Messick (WSU), C. Angus (QUB), S. Thorpe (Stockholm U.), Y.-C. Pan (NCU)",3/13/25 20:26,,2025TNSTR.975....1M,,3/13/25 20:27,3/13/25 20:27,
AT2025dyw,field19905-2025-03-09,field19905,J,C2,/mnt/photometry/AT2025dyw/field19905-2025-03-09/J/stack/coadd.Open-J.02174254-02174290.C2.fits,/mnt/photometry/AT2025dyw/field19905-2025-03-09/J/stack/GRB_J_C2_Data_UHS_02174290.ecsv,2025-03-05,8.58,Circle,60.0,1,10,48.0,111.22774,14.90545,2.0,2.0,2.0,2.14,45.47,1.785,0.60331,0.17962,,,17.304,16.374,0.038,0.03,1.264,,17.217,,,,0.421,,,0.334,,0.038,2025-03-09,4,sci,174514,AT,2025dyw,111.2278827,14.9053633,,,,48,ZTF,48.0,ZTF,20.359,110.0,g,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",3/10/25 5:36,ZTF25aainqmw,2025TNSTR.944....1S,,3/10/25 5:37,3/10/25 5:37,
AT2025dil,field21118-2025-03-11,field21118,J,C2,/mnt/photometry/AT2025dil/field21118-2025-03-11/J/stack/coadd.Open-J.02187406-02187442.C2.fits,/mnt/photometry/AT2025dil/field21118-2025-03-11/J/stack/GRB_J_C2_Data_UHS_02187442.ecsv,2025-03-05,8.58,Circle,60.0,1,10,48.0,115.14561,19.23999,1.0,2.0,2.0,1.13,57.38,1.09,0.43764,0.33572,,,16.983,16.584,0.023,0.027,0.557,,17.071,,,,0.069,,,0.158,,0.032,2025-03-11,6,sci,173881,AT,2025dil,115.1455649,19.2400992,,,,48,ZTF,48.0,ZTF,19.6234,110.0,g,"Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",3/5/25 9:13,ZTF25aaiqdrq,2025TNSTR.894....1S,,3/5/25 9:13,3/5/25 9:13,
AT2025btq,field1255-2025-02-17,field1255,J,C2,/mnt/photometry/AT2025btq/field1255-2025-02-17/J/stack/coadd.Open-J.02139537-02139845.C2.fits,/mnt/photometry/AT2025btq/field1255-2025-02-17/J/stack/GRB_J_C2_Data_VHS_02139845.ecsv,2025-02-13,60.06,Circle,120.0,1,15,48.0,237.20273,-67.31277,2.0,1.0,2.0,2.13,71.53,1.6,2.18798,0.17865,,,17.227,16.349,0.019,0.026,0.92,,17.115,,,,0.155,,,0.042,,0.04,2025-02-17,4,sci,172630,AT,2025btq,237.2041468,-67.31304243,,,,135,GW-MMADS,135.0,GW-MMADS,21.9566,23.0,i,"Xander J. Hall (CMU), Tomás Cabrera (CMU), Lei Hu (CMU), Antonella Palmese (CMU), Igor Andreoni (UMD), Brendan O’Connor (CMU), Robert Stein (Caltech), Michael Coughlin (UMN), Theo Jegou Du Laz (Caltech), Keerthi Kunnumkai (CMU), on behalf of GW-MMADS",2/16/25 18:24,T202502131548490m671847,2025TNSTR.628....1H,,2/16/25 18:24,2/16/25 18:24,
AT2025bnj,field1256-2025-02-17,field1256,J,C2,/mnt/photometry/AT2025bnj/field1256-2025-02-17/J/stack/coadd.Open-J.02139207-02139515.C2.fits,/mnt/photometry/AT2025bnj/field1256-2025-02-17/J/stack/GRB_J_C2_Data_2MASS_02139515.ecsv,2025-02-13,60.06,Circle,120.0,1,15,48.0,239.96257,-66.92967,1.0,1.0,2.0,2.27,37.21,1.408,0.18366,0.30056,,,17.644,16.608,0.048,0.042,0.984,,17.711,,,,-0.119,,,-0.052,,0.046,2025-02-17,4,sci,172427,AT,2025bnj,239.9626464,-66.92971535,,,,135,GW-MMADS,135.0,GW-MMADS,20.8686,23.0,i,"Xander Hall (CMU), Tomás Cabrera (CMU), Lei Hu (CMU), Antonella Palmese (CMU), Igor Andreoni (UMD), Brendan O’Connor (CMU), Robert Stein (Caltech), Michael Coughlin (UMN), Theo Jegou Du Laz (Caltech), Keerthi Kunnumkai (CMU), on behalf of GW-MMADS",2/13/25 20:04,T202502131559510m665547,2025TNSTR.594....1H,,2/13/25 20:05,2/13/25 20:05,
AT2025aqc,field17125-2025-02-16,field17125,J,C4,/mnt/photometry/AT2025aqc/field17125-2025-02-16/J/stack/coadd.Open-J.02133351-02133387.C4.fits,/mnt/photometry/AT2025aqc/field17125-2025-02-16/J/stack/GRB_J_C4_Data_2MASS_02133387.ecsv,2025-02-01,8.58,Circle,60.0,1,10,48.0,138.07511,4.18688,1.0,2.0,2.0,2.49,1e+30,1.174,1.41218,2.41982,,,20.181,20.335,0.003,99.0,-2.229,,121.573,,,,-103.467,,,-2.075,,0.004,2025-02-16,15,sci,171645,AT,2025aqc,138.0747219,4.186829234,,,,74,ALeRCE,48.0,ZTF,20.3381,110.0,g,"F. Forster, F.E. Bauer, G. Pignata, A. Munoz-Arancibia, A. Mourao, L. Hernandez-Garcia, L. Galbany, J. Silva-Farfan, R. Dastidar, J.P. Brandt, A. Alvarez, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, B. Gamboa, P. Huijse, H. Larranaga, C. Mansilla, K. Medina, D. Moreno, E. Munoz, E. Pizarro, I. Reyes, P. Sanchez-Saez, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",2/1/25 23:55,ZTF25aadrkik,2025TNSTR.436....1F,,2/1/25 23:55,2/1/25 23:55,
SN2024aauh,field14895-2024-10-24,field14895,J,C4,/mnt/photometry/SN2024aauh/field14895-2024-10-24/J/stack/coadd.Open-J.01870425-01870461.C4.fits,/mnt/photometry/SN2024aauh/field14895-2024-10-24/J/stack/GRB_J_C4_Data_VHS_01870461.ecsv,2024-10-10,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,116.81994,-3.99331,0.0,0.0,0.0,0.78,6.63,1.595,0.22883,-1.0,,,19.326,19.377,0.181,0.156,99.0,,19.323,,,,99.0,,,99.0,,0.239,2024-10-24,14,sci,166127,SN,2024aauh,116.8199987,-3.9933319,0.058,10.0,SN II,48,ZTF,48.0,ZTF,19.993,111.0,r,"Ann Victor Adly Mina (UC Berkeley), Daniel Perley (LJMU), Christoffer Fremling (Caltech), Theophile du Laz (Caltech) on behalf of ZTF",11/9/24 13:28,"ZTF24abmtnee, ATLAS24qqc, GOTO24ikx, BGEM J074716.77-035936.1",2024TNSTR4401....1M,2024TNSCR5005....1V,11/9/24 13:28,12/21/24 17:47,
AT2024adjz,field1593-2024-11-08,field1593,J,C1,/mnt/photometry/AT2024adjz/field1593-2024-11-08/J/stack/coadd.Open-J.01920573-01920609.C1.fits,/mnt/photometry/AT2024adjz/field1593-2024-11-08/J/stack/GRB_Multisource_J_C1_Data_VHS_01920609.ecsv,2024-11-26,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,86.99386,-63.90857,0.0,0.0,0.0,0.64,18.6,1.359,2.45579,-1.0,,,17.22,17.35,0.071,0.112,99.0,,17.115,,,,99.0,,,99.0,,0.075,2024-11-08,-18,sci,167930,AT,2024adjz,86.993879,-63.909256,,,,59,GOTO,59.0,GOTO,19.82,120.0,L,"G. Ramsay, D. O'Neill, K. Ackley, M. Dyer, F. Jiménez-Ibarra, J. Lyman, K. Ulaczyk, D. Steeghs, D. Galloway, V. Dhillon, P. O'Brien, K. Noysena, R. Kotak, R. Breton, L. Nuttall, E. Pallé, D. Pollacco, T. Killestein, A. Kumar, on behalf of GOTO collaboration",12/5/24 8:26,GOTO24isq,2024TNSTR4769....1R,,12/5/24 8:26,12/5/24 8:26,
AT2024acrg,field15541-2024-12-03,field15541,J,C4,/mnt/photometry/AT2024acrg/field15541-2024-12-03/J/stack/coadd.Open-J.02017046-02017082.C4.fits,/mnt/photometry/AT2024acrg/field15541-2024-12-03/J/stack/GRB_J_C4_Data_VIKING_02017082.ecsv,2024-11-26,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,132.52698,-1.78521,0.0,0.0,0.0,0.62,7.16,1.558,0.80252,-1.0,,,19.056,19.46,0.142,1949.526,99.0,,18.022,,,,99.0,,,99.0,,0.139,2024-12-03,7,sci,167433,AT,2024acrg,132.5267597,-1.78518,,,,48,ZTF,48.0,ZTF,19.9201,110.0,g,"Eli Gendreau-Distler (UC Berkeley), Jesper Sollerman (SU), Christoffer Fremling (Caltech), Daniel Perley (LJMU), Theophile du Laz (Caltech) on behalf of ZTF",11/30/24 12:06,ZTF24abugwuk,2024TNSTR4699....1G,,11/30/24 12:06,11/30/24 12:06,
AT2024abyh,field7936-2024-09-12,field7936,J,C1,/mnt/photometry/AT2024abyh/field7936-2024-09-12/J/stack/coadd.Open-J.01676174-01676210.C1.fits,/mnt/photometry/AT2024abyh/field7936-2024-09-12/J/stack/GRB_J_C1_Data_VIKING_01676210.ecsv,2024-09-11,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,45.47926,-29.80909,0.0,0.0,0.0,1.36,15.51,1.682,0.34177,-1.0,,,18.924,18.432,0.088,0.079,99.0,,18.745,,,,99.0,,,99.0,,0.104,2024-09-12,1,sci,166915,AT,2024abyh,45.47915348,-29.80908991,,,,4,Pan-STARRS,4.0,Pan-STARRS,20.14,26.0,w,"K. C. Chambers, T. de Boer, J. Herman, J. Fairlamb, M. Huber, C.-C. Lin, T. Lowe, E. Magnier, A. Schultz, R. J. Wainscoat, H. Gao, P. Minguez (IfA, University of Hawaii), K. W. Smith, D. R. Young, S. Srivastav, M. Fulton, S. J. Smartt, M. Nicholl, T. Moore, J. Weston, C. R. Angus, S. Sim (Queen's University Belfast), D. E. Wright (University of Minnesota)",11/23/24 20:05,PS24lin,2024TNSTR4605....1C,,11/23/24 20:05,11/23/24 20:05,
AT2024abxc,field18660-2024-11-17,field18660,J,C4,/mnt/photometry/AT2024abxc/field18660-2024-11-17/J/stack/coadd.Open-J.01957926-01957962.C4.fits,/mnt/photometry/AT2024abxc/field18660-2024-11-17/J/stack/GRB_J_C4_Data_2MASS_01957962.ecsv,2024-11-17,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,100.37971,9.44948,0.0,0.0,0.0,1.05,558.55,1.177,0.28739,-1.0,,,13.145,12.874,0.003,0.01,99.0,,13.0,,,,99.0,,,99.0,,0.002,2024-11-17,0,sci,166884,AT,2024abxc,100.379625,9.449489,,,,24,GaiaAlerts,24.0,GaiaAlerts,14.62,75.0,G,"S.T. Hodgkin, E. Breedt, A. Delgado, D.L. Harrison, M. van Leeuwen, G. Rixon, T. Wevers, A. Yoldas (IoA Cambridge), N. Ihanec, K. Kruszyńska, K.A. Rybicki, Ł. Wyrzykowski (Warsaw University Astronomical Observatory), Z. Kostrzewa-Rutkowska (Leiden Observatory), D. Eappachen (SRON/RU), G. Marton (Konkoly Observatory), on behalf of the Gaia Alerts team",11/23/24 10:56,Gaia24djm,2024TNSTR4600....1H,,11/23/24 10:57,11/23/24 10:57,
AT2024zyf,field18343-2024-10-30,field18343,J,C2,/mnt/photometry/AT2024zyf/field18343-2024-10-30/J/stack/coadd.Open-J.01889909-01889945.C2.fits,/mnt/photometry/AT2024zyf/field18343-2024-10-30/J/stack/GRB_J_C2_Data_2MASS_01889945.ecsv,2024-10-31,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,94.18151,9.06838,3.0,3.0,3.0,0.85,23.31,1.106,0.31557,-1.0,,,17.923,17.992,0.052,0.036,99.0,,17.945,,,,99.0,,,99.0,,0.064,2024-10-30,-1,sci,165546,AT,2024zyf,94.181458,9.068311,,,,10,XOSS,10.0,XOSS,17.63,1.0,Clear,"Jianlin Xu,  Mi Zhang, Guoyou Sun, Jiangao Ruan, Jingyuan Zhao, Wenjie Zhou, Yong Ma, Quanzhi Ye, Zhuoyang Chen (Xingming Obs.), Hanjie Tan (AUUK), Guangwei Wu (NAAA), Xing Gao, Ali Esamdin, Chunhai Bai, Yong Wang (XAO), on behalf of the KATS team",11/1/24 11:16,"KATS24U012, Gaia24dhr",2024TNSTR4261....1X,,11/1/24 11:16,11/21/24 9:02,
AT2024abka,field19275-2024-11-11,field19275,J,C4,/mnt/photometry/AT2024abka/field19275-2024-11-11/J/stack/coadd.Open-J.01933826-01933862.C4.fits,/mnt/photometry/AT2024abka/field19275-2024-11-11/J/stack/GRB_J_C4_Data_2MASS_01933862.ecsv,2024-11-08,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,94.03481,11.74944,0.0,0.0,0.0,0.93,1338.25,1.015,0.08406,-1.0,,,10.896,10.939,0.001,0.003,99.0,,10.952,,,,99.0,,,99.0,,0.002,2024-11-11,3,sci,166538,AT,2024abka,94.034833,11.749431,,,,24,GaiaAlerts,24.0,GaiaAlerts,11.05,75.0,G,"S.T. Hodgkin, E. Breedt, A. Delgado, D.L. Harrison, M. van Leeuwen, G. Rixon, T. Wevers, A. Yoldas (IoA Cambridge), N. Ihanec, K. Kruszyńska, K.A. Rybicki, Ł. Wyrzykowski (Warsaw University Astronomical Observatory), Z. Kostrzewa-Rutkowska (Leiden Observatory), D. Eappachen (SRON/RU), G. Marton (Konkoly Observatory), on behalf of the Gaia Alerts team",11/17/24 19:13,Gaia24dgo,2024TNSTR4519....1H,,11/17/24 19:13,11/17/24 19:13,
AT2024abjc,field5117-2024-09-12,field5117,J,C3,/mnt/photometry/AT2024abjc/field5117-2024-09-12/J/stack/coadd.Open-J.01675254-01675290.C3.fits,/mnt/photometry/AT2024abjc/field5117-2024-09-12/J/stack/GRB_J_C3_Data_VHS_01675290.ecsv,2024-10-01,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,15.0727,-42.96318,1.0,2.0,2.0,1.93,41.72,1.251,0.54637,0.57865,,,17.803,16.906,0.052,0.031,0.471,,17.375,,,,0.002,,,-0.426,,0.039,2024-09-12,-19,sci,166514,AT,2024abjc,15.0727875,-42.96304009,,,,4,Pan-STARRS,4.0,Pan-STARRS,20.12,26.0,w,"K. C. Chambers, T. de Boer, J. Herman, J. Fairlamb, M. Huber, C.-C. Lin, T. Lowe, E. Magnier, A. Schultz, R. J. Wainscoat, H. Gao, P. Minguez (IfA, University of Hawaii), K. W. Smith, D. R. Young, S. Srivastav, M. Fulton, S. J. Smartt, M. Nicholl, T. Moore, J. Weston, C. R. Angus, S. Sim (Queen's University Belfast), D. E. Wright (University of Minnesota)",11/17/24 13:56,PS24lfd,2024TNSTR4520....1C,,11/17/24 13:56,11/17/24 13:56,
SN2024yrs,field13958-2024-10-24,field13958,J,C1,/mnt/photometry/SN2024yrs/field13958-2024-10-24/J/stack/coadd.Open-J.01869345-01869381.C1.fits,/mnt/photometry/SN2024yrs/field13958-2024-10-24/J/stack/GRB_J_C1_Data_VHS_01869381.ecsv,2024-10-22,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,124.8857,-7.03985,0.0,0.0,0.0,1.0,17.24,1.526,0.48858,-1.0,,,18.447,18.215,0.08,0.07,99.0,,18.295,,,,99.0,,,99.0,,0.177,2024-10-24,2,sci,164689,SN,2024yrs,124.885583,-7.039911,0.016,10.0,SN II,59,GOTO,59.0,GOTO,18.57,120.0,L,"T. Killestein, D. O'Neill, K. Ackley, M. Dyer, F. Jiménez-Ibarra, J. Lyman, K. Ulaczyk, D. Steeghs, D. Galloway, V. Dhillon, P. O'Brien, G. Ramsay, K. Noysena, R. Kotak, R. Breton, L. Nuttall, E. Pallé, D. Pollacco, A. Kumar, on behalf of GOTO collaboration",10/22/24 9:19,"GOTO24hhc, ATLAS24pmw, ZTF24abnxfrq, Gaia24dej, PS24lss",2024TNSTR4106....1K,2024TNSCR4245....1G,10/22/24 9:19,11/6/24 11:12,
AT2024aacb,field5596-2024-09-17,field5596,J,C4,/mnt/photometry/AT2024aacb/field5596-2024-09-17/J/stack/coadd.Open-J.01705958-01705994.C4.fits,/mnt/photometry/AT2024aacb/field5596-2024-09-17/J/stack/GRB_J_C4_Data_VHS_01705994.ecsv,2024-10-01,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,24.56846,-40.7309,2.0,2.0,2.0,0.93,12.75,1.81,0.53018,0.27732,,,18.976,19.041,0.098,0.073,-0.432,,18.904,,,,-0.295,,,-0.367,,0.135,2024-09-17,-14,sci,165646,AT,2024aacb,24.56841841,-40.73075228,,,,4,Pan-STARRS,4.0,Pan-STARRS,20.55,26.0,w,"K. C. Chambers, T. de Boer, J. Herman, J. Fairlamb, M. Huber, C.-C. Lin, T. Lowe, E. Magnier, A. Schultz, R. J. Wainscoat, H. Gao, P. Minguez (IfA, University of Hawaii), K. W. Smith, D. R. Young, S. Srivastav, M. Fulton, S. J. Smartt, M. Nicholl, T. Moore, J. Weston, C. R. Angus, S. Sim (Queen's University Belfast), D. E. Wright (University of Minnesota)",11/2/24 16:22,"PS24klj, GOTO25edw",2024TNSTR4279....1C,,11/2/24 16:22,11/2/24 16:22,
SN2024qje,field13913-2024-08-01,field13913,J,C4,/mnt/photometry/SN2024qje/field13913-2024-08-01/J/stack/coadd.Open-J.01491056-01491092.C4.fits,/mnt/photometry/SN2024qje/field13913-2024-08-01/J/stack/GRB_J_C4_Data_VHS_01491092.ecsv,2024-07-28,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,74.02942,-7.51299,0.0,0.0,0.0,1.91,36.01,1.518,0.23238,-1.0,,,17.83,16.818,0.044,0.057,99.0,,17.832,,,,99.0,,,99.0,,0.045,2024-08-01,4,sci,158286,SN,2024qje,74.02939764,-7.512927197,0.025,10.0,SN II,18,ATLAS,18.0,ATLAS,17.774,72.0,orange,"J. Tonry, L. Denneau, H. Weiland, A. Lawrence, R. Siverd (IfA, University of Hawaii), N. Erasmus, W. Koorts (South African Astronomical Observatory), A. Jordan, V. Suc (UAI, Obstech), S. J. Smartt (Oxford/QUB), K. W. Smith, D. R. Young, M. Nicholl, M. Fulton, M. McCollum, T. Moore, J. Weston, X. Sheng, P. Ramsden, C. R. Angus, A. Wilson (Queen's University Belfast), A. Aamer (QUB/Birmingham), L. Shingles (GSI/QUB), S. Srivastav, J. Gillanders, L. Rhodes, H. Stevance (Oxford), A. Rest (STScI), T.-W. Chen (NCU), C. Stubbs (Harvard), J. Sommer (LMU/QUB), B. Schmidt (ANU)",7/28/24 21:24,"ATLAS24luh, GOTO24dyp, ZTF24abbtmqs, PS24kdo",2024TNSTR2625....1T,2024TNSCR3309....1S,7/28/24 21:24,10/22/24 22:24,
AT2024yow,field6317-2024-09-12,field6317,J,C3,/mnt/photometry/AT2024yow/field6317-2024-09-12/J/stack/coadd.Open-J.01676774-01676810.C3.fits,/mnt/photometry/AT2024yow/field6317-2024-09-12/J/stack/GRB_J_C3_Data_VHS_01676810.ecsv,2024-09-08,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,354.32707,-38.04563,2.0,2.0,2.0,1.41,23.32,1.19,0.40283,0.27241,,,17.9,17.631,0.055,0.046,0.501,,17.952,,,,0.18,,,0.232,,0.074,2024-09-12,4,sci,164614,AT,2024yow,354.327121,-38.04552417,,,,4,Pan-STARRS,4.0,Pan-STARRS,20.03,26.0,w,"K. C. Chambers, T. de Boer, J. Herman, J. Fairlamb, M. Huber, C.-C. Lin, T. Lowe, E. Magnier, A. Schultz, R. J. Wainscoat, H. Gao, P. Minguez (IfA, University of Hawaii), K. W. Smith, D. R. Young, S. Srivastav, M. Fulton, S. J. Smartt, M. Nicholl, T. Moore, J. Weston, C. R. Angus, S. Sim (Queen's University Belfast), D. E. Wright (University of Minnesota)",10/20/24 22:08,PS24jzb,2024TNSTR4073....1C,,10/20/24 22:08,10/20/24 22:08,
AT2024xwo,field13647-2024-10-16,field13647,J,C4,/mnt/photometry/AT2024xwo/field13647-2024-10-16/J/stack/coadd.Open-J.01835717-01835753.C4.fits,/mnt/photometry/AT2024xwo/field13647-2024-10-16/J/stack/GRB_J_C4_Data_VHS_01835753.ecsv,2024-10-12,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,128.38231,-8.63061,0.0,0.0,0.0,2.09,112.22,1.206,1.28989,-1.0,,,16.042,14.944,0.016,0.041,99.0,,15.99,,,,99.0,,,99.0,,0.014,2024-10-16,4,sci,164061,AT,2024xwo,128.3821073,-8.63090453,,,,74,ALeRCE,48.0,ZTF,19.8476,110.0,g,"F. Forster, F.E. Bauer, G. Pignata, A. Munoz-Arancibia, A. Mourao, L. Hernandez-Garcia, L. Galbany, J. Silva-Farfan, R. Dastidar, J.P. Brandt, A. Alvarez, G. Cabrera-Vives, R. Carrasco-Davis, P.A. Estevez, B. Gamboa, P. Huijse, H. Larranaga, C. Mansilla, K. Medina, D. Moreno, E. Munoz, E. Pizarro, I. Reyes, P. Sanchez-Saez, D. Rodriguez-Mancini, M. Catelan, S. Eyheramendy, M.J. Graham on behalf of the ALeRCE broker",10/13/24 2:16,ZTF24abmmjry,2024TNSTR3975....1F,,10/13/24 2:16,10/13/24 2:16,
AT2024vfy,field5123-2024-09-12,field5123,J,C2,/mnt/photometry/AT2024vfy/field5123-2024-09-12/J/stack/coadd.Open-J.01675454-01675490.C2.fits,/mnt/photometry/AT2024vfy/field5123-2024-09-12/J/stack/GRB_J_C2_Data_2MASS_01675490.ecsv,2024-09-11,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,25.53012,-42.10047,3.0,3.0,3.0,0.92,16.03,1.447,0.26604,-1.0,,,18.512,18.241,0.081,0.064,99.0,,18.442,,,,99.0,,,99.0,,0.115,2024-09-12,1,sci,161748,AT,2024vfy,25.53019842,-42.10050801,,,,18,ATLAS,18.0,ATLAS,18.081,72.0,orange,"J. Tonry, L. Denneau, H. Weiland, A. Lawrence, R. Siverd (IfA, University of Hawaii), N. Erasmus, W. Koorts (South African Astronomical Observatory), A. Jordan, V. Suc (UAI, Obstech), S. J. Smartt (Oxford/QUB), K. W. Smith, D. R. Young, M. Nicholl, M. Fulton, M. McCollum, T. Moore, J. Weston, X. Sheng, P. Ramsden, C. R. Angus, A. Wilson (Queen's University Belfast), A. Aamer (QUB/Birmingham), L. Shingles (GSI/QUB), S. Srivastav, J. Gillanders, L. Rhodes, H. Stevance (Oxford), A. Rest (STScI), T.-W. Chen (NCU), C. Stubbs (Harvard), J. Sommer (LMU/QUB), B. P. Schmidt (ANU)",9/12/24 0:11,"ATLAS24oda, PS24jjw",2024TNSTR3458....1T,,9/12/24 0:11,10/6/24 10:20,
AT2024xhz,field5598-2024-09-17,field5598,J,C3,/mnt/photometry/AT2024xhz/field5598-2024-09-17/J/stack/coadd.Open-J.01706038-01706074.C3.fits,/mnt/photometry/AT2024xhz/field5598-2024-09-17/J/stack/GRB_J_C3_Data_VHS_01706074.ecsv,2024-10-01,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,26.80683,-40.65946,0.0,0.0,0.0,0.78,23.57,1.178,0.33668,-1.0,,,18.826,18.76,0.06,0.073,99.0,,18.878,,,,99.0,,,99.0,,0.114,2024-09-17,-14,sci,163218,AT,2024xhz,26.80694015,-40.65950317,,,,4,Pan-STARRS,4.0,Pan-STARRS,19.96,26.0,w,"K. C. Chambers, T. de Boer, J. Herman, J. Fairlamb, M. Huber, C.-C. Lin, T. Lowe, E. Magnier, A. Schultz, R. J. Wainscoat, H. Gao, P. Minguez (IfA, University of Hawaii), K. W. Smith, D. R. Young, S. Srivastav, M. Fulton, S. J. Smartt, M. Nicholl, T. Moore, J. Weston, C. R. Angus, S. Sim (Queen's University Belfast), D. E. Wright (University of Minnesota)",10/4/24 23:22,PS24jjn,2024TNSTR3859....1C,,10/4/24 23:22,10/4/24 23:22,
AT2024xdo,field16454-2024-09-24,field16454,J,C1,/mnt/photometry/AT2024xdo/field16454-2024-09-24/J/stack/coadd.Open-J.01733612-01733648.C1.fits,/mnt/photometry/AT2024xdo/field16454-2024-09-24/J/stack/GRB_J_C1_Data_UHS_01733648.ecsv,2024-09-30,8.58,Circle,60.0,1,10,9223372036854775807:9223372036854775807:000NaN,92.08277,2.23832,2.0,2.0,2.0,0.78,243.1,1.355,0.18649,0.13643,,,13.738,13.7,0.005,0.005,0.087,,13.699,,,,0.088,,,0.049,,0.005,2024-09-24,-6,sci,163103,AT,2024xdo,92.08275,2.238269,,,,24,GaiaAlerts,24.0,GaiaAlerts,16.38,75.0,G,"S.T. Hodgkin, E. Breedt, A. Delgado, D.L. Harrison, M. van Leeuwen, G. Rixon, T. Wevers, A. Yoldas (IoA Cambridge), N. Ihanec, K. Kruszyńska, K.A. Rybicki, Ł. Wyrzykowski (Warsaw University Astronomical Observatory), Z. Kostrzewa-Rutkowska (Leiden Observatory), D. Eappachen (SRON/RU), G. Marton (Konkoly Observatory), on behalf of the Gaia Alerts team",10/3/24 7:09,Gaia24cts,2024TNSTR3840....1H,,10/3/24 7:09,10/3/24 7:09,
